landmark_id;clan;year;month;date;session;hyenas;utme;utmn
Bordello_Den;serenan;2013;07;2013-07-24;s10117;ema;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-24;s10117;gobe;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-24;s10117;hndy;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-24;s10117;jude;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-24;s10117;logc;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-24;s10117;mchl;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-24;s10117;rama;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-24;s10117;sau;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-24;s10117;tero;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-24;s10117;tnsl;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-24;s10117;toro;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-24;s10117;wf;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-24;s10117;ypsi;721485;9847576
Mindy's_Den;serenan;2013;07;2013-07-24;s10118;cstz;721772;9847129
Mindy's_Den;serenan;2013;07;2013-07-24;s10118;logc;721772;9847129
Mindy's_Den;serenan;2013;07;2013-07-24;s10118;tnsl;721772;9847129
Mindy's_Den;serenan;2013;07;2013-07-24;s10119;bilj;721772;9847129
Mindy's_Den;serenan;2013;07;2013-07-24;s10119;crim;721772;9847129
Mindy's_Den;serenan;2013;07;2013-07-24;s10119;cstz;721772;9847129
Mindy's_Den;serenan;2013;07;2013-07-24;s10119;dalt;721772;9847129
Mindy's_Den;serenan;2013;07;2013-07-24;s10119;digs;721772;9847129
Mindy's_Den;serenan;2013;07;2013-07-24;s10119;drpy;721772;9847129
Mindy's_Den;serenan;2013;07;2013-07-24;s10119;ema;721772;9847129
Mindy's_Den;serenan;2013;07;2013-07-24;s10119;hkr;721772;9847129
Mindy's_Den;serenan;2013;07;2013-07-24;s10119;hucn;721772;9847129
Mindy's_Den;serenan;2013;07;2013-07-24;s10119;ink;721772;9847129
Mindy's_Den;serenan;2013;07;2013-07-24;s10119;koal;721772;9847129
Mindy's_Den;serenan;2013;07;2013-07-24;s10119;lady;721772;9847129
Mindy's_Den;serenan;2013;07;2013-07-24;s10119;logc;721772;9847129
Mindy's_Den;serenan;2013;07;2013-07-24;s10119;mchl;721772;9847129
